,text
368,"For a first move in such an uncertain situation I'd go for something slightly less involved and less demanding of her. Just a coffee or something, at some time and location that fits into her schedule. But either way, hard to tell for sure what's best but totally worth any shot.

What's a good café she knows about somewhere around the area she's in? Or a nice park nearby? A full-on dinner doesn't give her an easy way out if she wants to break off early.

edit: It doesn't hurt to have some ideas to take this further. What does she enjoy doing? Could you schedule some activity together that she likes? Short hike? bowling? I don't know what kids to these days. You could try to find out over that cup of coffee if you don't know already through facebook stalking. Ideally something lively and engaging, not a movie or tv. If you're a fun person some co-operative activity could work wonders."
369,You'd really like the movie Old School.
370,"I'm giving her the gift she always wanted. My absence. I move out next month.

You're welcome mom. Next time you call me a shitty and ungrateful son, I won't be here to hear it."
371,"Well, not if you choose the right one. 

Or unless they become really sick and have expensive medical bills, I guess. Or if they're laid off and you need to take over for a bit. But I don't think that's what you mean. "
372,"I didn't realize that ""South Park Bigger, longer and uncut"" was describing a large uncircumcised penis until I re-watched it as an adult."
373,"* take her out on dates, put in the same effort you did when you first met her, if anything put in more because she is now extra special ESPECIALLY if she is your wife. She is the most special girl out there.

* actually verbally tell her that you love her

* spend time with her, take some time out of your hobbies and spend some extra time with her time to time 

* show genuine interests in things she loves, try to participate if you can

* Do nice things like get her  drink or something on the way home even if you are not

* Lighten her load when it comes to chores, surprise her some days and them all, make sure the workload is balanced

* Actually listen to her problems, give your thoughts when appropriate, show support in whatever ways you can. Not just her problems but listen to everything she says and process it, retain it. Possibly bring it up at a later time, be knowledgeable about your girl.

* Be a considerate and giving lover, don't be lazy, put in that work to please your lady. Treat foreplay as sex, ie the main event. Passionately love your woman. Try to break up routines, touch her  

* Surprise her with thoughtful gifts. Just randomly, holidays too but it doesn't have to be one.

* remember important dates like her Birthday, Anniversary, events she looked forward to.

* When she accomplishes something give her earnest praise, don't dismiss her achievements. Don't push yours over hers

* Compliment her on her beauty, her style, her humor, her intelligence, kind acts she does, etc. When she does something little for you, say thank you and acknowledge you noticed, when she paints her nails tell her they look pretty, pay attention to little details. Flirt with her to show your sexual attraction has not wavered for her.

* Do not stray, be faithful and loyal, do not give more praise to other women than you do your own partner. Never say x woman is better than her in x way. Don't be a dick

* Respect her feelings and her emotions, they are not women things, they are not dumb or irrational, they are valid just as much as yours

* Do little things to make her life better, show her that you pay attention and care. This could be fixing her medicine cabinet door, offering to go get her tampons, give her a little massage when she gets back home

* Take good care of her when she is sick. This includes taking her to the hospital, doing a lot of extra stuff when she is sick, she does not really need to be doing much when sick.

* Try to be as cool with her friends and family, if you hate each other then try to be civil if possible. 
"
374,"I did see a study one time that suggested that money increases happiness, but only up to a salary of about $75k annually. Money first increases happiness by providing your basic needs, then your wants, without stressing over making ends meet. But beyond a certain point, having more/better possessions doesn't make you happier.

Edit: People have commented that the exact number needs to be adjusted for inflation, area, etc. Fair point. The point was less about the number, more that money will buy happiness, but with diminishing returns."
375,"Yes. At first it was a rent-free situation while I got my finances under control. I also did general maintenance, mowed the lawn, and some babysitting as part of the deal. It was what it was, I had to get out of the situation I was currently in and they offered me a spot. Got my crap together and they were having a second child so I moved out, now I've got 3 beds and 2 baths all to myself. And if they were in need you can bet your last dollar my door is open for them.

I do understand the strange circumstances of it all, but I know if there was any shred of distrust that I might in any way harm the boy it would never have been offered to me."
376,Why are you staying with her?
377,"I'm not in HR, but as someone who finally got a promotion after 4 years of top performance in my group, but being told there wasn't budget for it, I can say it makes absolutely no sense whatsoever. I crunched the numbers, and it would cost my company significantly more money to hire someone to fill my position had I left, than it would to just give me the damn promotion. I have a great relationship with my boss, and basically told him I'd be leaving if I didn't get the promotion, yet HR kept telling him there was no budget for it. He eventually had to go talk to the CEO and explain that I wasn't someone the company could afford to lose, which finally got HR to approve the promotion. If I didn't have such a good relationship with my boss, I'd have just left."
378,ITT: Europeans shocked at how prudish Americans are about nudity.
379,"I'd feel the same as you, but part of me would feel kind of honored. They really think that I'm that much of a ""bad boy""^TM that they wanna check that? Honestly it would be a pretty light read, I've seen children's coloring books with more content than the list OP gave."
380,"Normally I wouldn't respond as I don't know of a support group but I wanted to give some alternate advice given what I've read so far.

I've known fathers who really warmed up to their kid once they started to share similar interests as they got older.  You can't magically will yourself to care, the only thing you can do is continue to do your duty as well as you can as a responsible parent.

Hell my grandmother felt that way about my mother (by her own admission) but changed her perspective as the years went by.  She was far from an ideal parent when my mother was a little girl but she's been a great parent to my mother as an adult helping her through some major physical and emotional hardships.  They have a very close relationship now.

Read literature written &gt;100 years ago and you'll see a much different perspective on children than now.  I'm not saying to emulate it but it is not like all families throughout history had unconditional love towards their children.

You're probably not going to be father of the year, but that doesn't mean you have to be a bad father.  As long as you try to work towards raising your kid well you might simply come off as stoic."
381,"For you, absolutely. Want some ranch? "
382,Wear a condom. Pace yourself. Do more foreplay.
383,"""You know me, I'm always late.  I'll be late to my own funeral haha!""  Always making everyone wait on you because you can't leave five minutes earlier isn't a fun personality quirk, stop acting like it is."
384,"Make accidental eye contact, quickly turn away, and avoid looking at the girl ever again."
385,We stood arguing in the grocery store for five minutes or pulp or no pulp in OJ. Turns out we both misunderstood the other. We wound up buying extra pulp. 
386,"Yeah I find this hard to stomach too.

My teenage step daughter recently pulled that one out as well, she may have overheard me saying how much those words can hurt. "
387,Wash your sheets and your penis 
388,"If your wife wants you to step in, you can always tell the guy he's making her uncomfortable and ask him to stop. "
389,"""Kids TV shows"""
390,"As part of a job I had, I occasionally worked reception for my company's construction branch. It was a completely different building and only had myself and one other (older) receptionist. Coming from a main office full of women, I can only imagine it was the testosterone surrounding me. The men would come in at lunch an during different breaks, we would talk, joke around, there was heavy back and forth flirtation between myself and one of them in particular. Now, I've always been one for monogamous LTRs, but for some reason I developed a fantasy of them all coming into the office all sweaty and tough from their time at work and taking turns drilling me on the various desks. I even started to watch specific porn just to be able to vicariously live out my fantasy. I would never *actually* do it and it was humiliating, but I couldn't get my mind over it."
391,"A relationship.

I'm pretty happy overall, and I'm on the right track in life. But that doesn't dull the loneliness, or the craving for physical affection."
392,Foreplay isn't wagging your erect dick in her face. Also foreplay is amazing.
393,"Yup, dated my highschool sweetheart for almost 3 years during highschool then she broke up with me. got back with her after high school and lived with her and her family for a little over a year and a half. I was working a full time job and after work instead of going right to bed I'd like to wind down with some video games, she had issue with this and insisted I come straight to bed.  
  
It then extended to her mother complaining I did nothing but play video games, something that the ex would say as well after a while. I had to end it. It was just absurd. "
394,"I just want to state that it says a lot about how men are viewed in this country with respect to children that you have to state

&gt;There is absolutely nothing sexual about it. 

Because, I mean, of *course* there's nothing sexual about it. It's your daughter, and you wouldn't be telling us about it if you were into it that way."
395,"Can therapy change the fact he isn't sexually attracted to you? Not being a jerk, I'm just wondering. That's something I couldn't get past."
396,"Mirrors. Every time I look into a mirror, I'm absolutely mesmerized by the sheer beauty that stands before me."
397,🤔
398,As often as I alkalise my water and make homemade coconuts.
